15.0,5.0,1
18.0,20.0,1
35.0,32.0,1
24.0,29.0,1
29.0,31.0,1
8.0,25.0,1
13.0,31.0,1
8.0,18.0,1
8.0,33.0,1
31.0,8.0,1
25.0,27.0,1
18.0,31.0,1
20.0,5.0,1
31.0,35.0,1
20.0,31.0,1
32.0,20.0,1
25.0,8.0,1
22.0,18.0,1
27.0,33.0,1
20.0,25.0,1
27.0,8.0,1
8.0,20.0,1
8.0,20.0,1
1.0,22.0,1
20.0,1.0,1
25.0,8.0,1
27.0,3.0,1
33.0,20.0,1
25.0,33.0,1
8.0,27.0,1
31.0,13.0,1
13.0,17.0,1
27.0,25.0,1
32.0,35.0,1
27.0,12.0,1
29.0,33.0,1
17.0,12.0,1
27.0,12.0,1
8.0,12.0,1
8.0,17.0,1
26.0,34.0,1
27.0,12.0,1
27.0,12.0,1
27.0,12.0,1
13.0,31.0,1
4.0,15.0,1
15.0,4.0,1
39.0,15.0,1
31.0,25.0,1
35.0,18.0,1
35.0,39.0,1
35.0,18.0,1
9.0,15.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
13.0,1.0,1
32.0,35.0,1
8.0,31.0,1
27.0,8.0,1
8.0,31.0,1
8.0,33.0,1
20.0,33.0,1
20.0,8.0,1
4.0,15.0,1
8.0,30.0,1
8.0,32.0,1
8.0,27.0,1
13.0,20.0,1
8.0,20.0,1
32.0,20.0,1
5.0,20.0,1
35.0,39.0,1
5.0,13.0,1
35.0,39.0,1
33.0,31.0,1
33.0,26.0,1
31.0,25.0,1
7.0,22.0,1
24.0,32.0,1
5.0,20.0,1
2.0,8.0,1
2.0,27.0,1
0.0,27.0,1
0.0,27.0,1
2.0,27.0,1
27.0,0.0,1
8.0,20.0,1
27.0,0.0,1
2.0,27.0,1
25.0,33.0,1
0.0,27.0,1
27.0,32.0,1
27.0,33.0,1
20.0,33.0,1
25.0,33.0,1
20.0,31.0,1
27.0,33.0,1
9.0,31.0,1
15.0,33.0,1
8.0,20.0,1
8.0,20.0,1
20.0,17.0,1
20.0,18.0,1
30.0,3.0,1
32.0,33.0,1
25.0,33.0,1
33.0,27.0,1
27.0,8.0,1
27.0,8.0,1
27.0,8.0,1
33.0,27.0,1
31.0,18.0,1
25.0,17.0,1
25.0,10.0,1
13.0,8.0,1
20.0,8.0,1
20.0,28.0,1
27.0,8.0,1
17.0,25.0,1
32.0,13.0,1
32.0,13.0,1
16.0,15.0,1
31.0,1.0,1
15.0,4.0,1
18.0,37.0,1
5.0,28.0,1
31.0,18.0,1
5.0,28.0,1
31.0,30.0,1
20.0,25.0,1
31.0,18.0,1
33.0,32.0,1
34.0,8.0,1
24.0,11.0,1
24.0,11.0,1
25.0,5.0,1
27.0,33.0,1
17.0,20.0,1
37.0,5.0,1
8.0,20.0,1
25.0,23.0,1
16.0,27.0,1
8.0,20.0,1
5.0,25.0,1
33.0,25.0,1
16.0,35.0,1
26.0,4.0,1
39.0,25.0,1
17.0,20.0,1
34.0,24.0,1
24.0,31.0,1
11.0,38.0,1
24.0,11.0,1
11.0,25.0,1
11.0,24.0,1
11.0,24.0,1
24.0,20.0,1
15.0,11.0,1
24.0,17.0,1
24.0,11.0,1
24.0,32.0,1
24.0,11.0,1
24.0,26.0,1
24.0,11.0,1
24.0,11.0,1
24.0,26.0,1
11.0,24.0,1
24.0,11.0,1
24.0,11.0,1
24.0,11.0,1
11.0,32.0,1
24.0,11.0,1
35.0,32.0,1
11.0,24.0,1
5.0,13.0,1
30.0,15.0,1
26.0,10.0,1
15.0,26.0,1
15.0,24.0,1
26.0,8.0,1
15.0,24.0,1
8.0,26.0,1
17.0,27.0,1
25.0,36.0,1
36.0,20.0,1
36.0,20.0,1
20.0,8.0,1
8.0,20.0,1
35.0,4.0,1
35.0,4.0,1
35.0,18.0,1
24.0,18.0,1
15.0,10.0,1
19.0,13.0,1
10.0,27.0,1
27.0,33.0,1
27.0,33.0,1
3.0,15.0,1
27.0,33.0,1
27.0,30.0,1
27.0,33.0,1
27.0,33.0,1
27.0,25.0,1
31.0,8.0,1
27.0,33.0,1
27.0,33.0,1
25.0,20.0,1
25.0,33.0,1
17.0,8.0,1
20.0,25.0,1
33.0,8.0,1
33.0,8.0,1
25.0,13.0,1
21.0,20.0,1
25.0,20.0,1
8.0,10.0,1
8.0,20.0,1
8.0,20.0,1
5.0,8.0,1
25.0,27.0,1
33.0,8.0,1
17.0,31.0,1
27.0,31.0,1
27.0,10.0,1
33.0,27.0,1
33.0,20.0,1
31.0,18.0,1
27.0,8.0,1
31.0,17.0,1
17.0,20.0,1
17.0,20.0,1
17.0,25.0,1
27.0,33.0,1
33.0,20.0,1
21.0,33.0,1
21.0,33.0,1
21.0,33.0,1
7.0,35.0,1
17.0,8.0,1
33.0,8.0,1
30.0,31.0,1
8.0,33.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
8.0,20.0,1
20.0,8.0,1
8.0,25.0,1
25.0,20.0,1
25.0,27.0,1
8.0,20.0,1
5.0,25.0,1
14.0,25.0,1
14.0,25.0,1
5.0,31.0,1
27.0,25.0,1
35.0,30.0,1
23.0,33.0,1
23.0,20.0,1
27.0,26.0,1
27.0,20.0,1
17.0,8.0,1
13.0,32.0,1
30.0,31.0,1
31.0,18.0,1
21.0,19.0,1
8.0,20.0,1
17.0,25.0,1
14.0,17.0,1
37.0,26.0,1
37.0,15.0,1
35.0,15.0,1
17.0,20.0,1
27.0,0.0,1
27.0,33.0,1
27.0,33.0,1
33.0,32.0,1
33.0,8.0,1
27.0,33.0,1
21.0,8.0,1
21.0,33.0,1
21.0,32.0,1
21.0,17.0,1
21.0,32.0,1
20.0,8.0,1
29.0,27.0,1
14.0,25.0,1
14.0,13.0,1
17.0,31.0,1
25.0,5.0,1
17.0,20.0,1
3.0,1.0,1
3.0,1.0,1
27.0,33.0,1
27.0,33.0,1
33.0,8.0,1
8.0,17.0,1
31.0,33.0,1
23.0,33.0,1
23.0,13.0,1
17.0,20.0,1
25.0,27.0,1
30.0,27.0,1
32.0,1.0,1
12.0,19.0,1
8.0,33.0,1
8.0,27.0,1
27.0,33.0,1
25.0,8.0,1
27.0,33.0,1
16.0,32.0,1
5.0,33.0,1
20.0,33.0,1
8.0,17.0,1
25.0,10.0,1
26.0,14.0,1
33.0,25.0,1
12.0,5.0,1
12.0,15.0,1
25.0,33.0,1
8.0,33.0,1
33.0,27.0,1
25.0,10.0,1
13.0,17.0,1
25.0,21.0,1
25.0,9.0,1
25.0,9.0,1
8.0,20.0,1
20.0,8.0,1
8.0,30.0,1
8.0,2.0,1
31.0,8.0,1
31.0,25.0,1
25.0,31.0,1
32.0,39.0,1
17.0,8.0,1
27.0,8.0,1
20.0,26.0,1
8.0,25.0,1
27.0,31.0,1
8.0,28.0,1
8.0,28.0,1
19.0,31.0,1
8.0,20.0,1
25.0,31.0,1
8.0,25.0,1
1.0,20.0,1
8.0,33.0,1
9.0,30.0,1
26.0,13.0,1
20.0,26.0,1
18.0,31.0,1
27.0,25.0,1
31.0,19.0,1
8.0,33.0,1
20.0,8.0,1
31.0,19.0,1
19.0,31.0,1
8.0,31.0,1
32.0,33.0,1
14.0,13.0,1
8.0,33.0,1
33.0,25.0,1
8.0,33.0,1
35.0,31.0,1
33.0,25.0,1
8.0,20.0,1
8.0,36.0,1
8.0,1.0,1
25.0,13.0,1
20.0,25.0,1
5.0,22.0,1
20.0,25.0,1
27.0,33.0,1
17.0,33.0,1
17.0,19.0,1
17.0,8.0,1
17.0,32.0,1
17.0,33.0,1
31.0,1.0,1
25.0,20.0,1
30.0,29.0,1
25.0,33.0,1
28.0,33.0,1
19.0,35.0,1
33.0,27.0,1
31.0,12.0,1
8.0,13.0,1
31.0,8.0,1
8.0,33.0,1
32.0,31.0,1
31.0,27.0,1
8.0,13.0,1
13.0,20.0,1
25.0,27.0,1
8.0,25.0,1
25.0,8.0,1
31.0,17.0,1
31.0,17.0,1
17.0,20.0,1
20.0,13.0,1
5.0,25.0,1
25.0,33.0,1
12.0,19.0,1
25.0,0.0,1
25.0,20.0,1
32.0,31.0,1
8.0,31.0,1
28.0,35.0,1
35.0,18.0,1
20.0,34.0,1
26.0,20.0,1
8.0,1.0,1
27.0,2.0,1
8.0,20.0,1
8.0,25.0,1
8.0,23.0,1
29.0,14.0,1
8.0,13.0,1
8.0,25.0,1
17.0,25.0,1
31.0,18.0,1
13.0,27.0,1
17.0,1.0,1
8.0,20.0,1
31.0,20.0,1
25.0,31.0,1
35.0,13.0,1
20.0,25.0,1
26.0,25.0,1
5.0,20.0,1
25.0,20.0,1
8.0,17.0,1
25.0,20.0,1
27.0,8.0,1
27.0,8.0,1
20.0,17.0,1
33.0,5.0,1
8.0,33.0,1
25.0,8.0,1
8.0,30.0,1
18.0,1.0,1
25.0,33.0,1
1.0,22.0,1
28.0,26.0,1
17.0,25.0,1
32.0,30.0,1
33.0,25.0,1
8.0,21.0,1
20.0,17.0,1
25.0,33.0,1
8.0,27.0,1
25.0,5.0,1
20.0,26.0,1
20.0,13.0,1
27.0,20.0,1
19.0,7.0,1
8.0,33.0,1
33.0,25.0,1
33.0,5.0,1
12.0,18.0,1
33.0,27.0,1
19.0,17.0,1
19.0,13.0,1
20.0,31.0,1
31.0,32.0,1
31.0,32.0,1
25.0,27.0,1
25.0,33.0,1
20.0,39.0,1
20.0,25.0,1
33.0,8.0,1
17.0,13.0,1
31.0,8.0,1
23.0,4.0,1
25.0,8.0,1
33.0,25.0,1
17.0,31.0,1
17.0,20.0,1
25.0,33.0,1
25.0,5.0,1
20.0,39.0,1
25.0,8.0,1
25.0,13.0,1
17.0,20.0,1
17.0,28.0,1
20.0,27.0,1
8.0,31.0,1
31.0,30.0,1
26.0,31.0,1
20.0,31.0,1
8.0,18.0,1
8.0,13.0,1
32.0,27.0,1
36.0,27.0,1
36.0,29.0,1
33.0,32.0,1
19.0,33.0,1
25.0,8.0,1
26.0,33.0,1
17.0,20.0,1
20.0,39.0,1
17.0,20.0,1
17.0,8.0,1
17.0,8.0,1
32.0,18.0,1
17.0,25.0,1
8.0,33.0,1
27.0,32.0,1
18.0,11.0,1
17.0,39.0,1
15.0,13.0,1
9.0,14.0,1
13.0,5.0,1
33.0,5.0,1
19.0,12.0,1
33.0,27.0,1
17.0,13.0,1
20.0,27.0,1
25.0,20.0,1
18.0,31.0,1
20.0,17.0,1
32.0,20.0,1
20.0,13.0,1
20.0,13.0,1
15.0,12.0,1
32.0,25.0,1
19.0,31.0,1
17.0,31.0,1
25.0,33.0,1
25.0,20.0,1
20.0,13.0,1
20.0,27.0,1
8.0,20.0,1
5.0,19.0,1
20.0,8.0,1
15.0,18.0,1
17.0,33.0,1
17.0,25.0,1
28.0,8.0,1
33.0,27.0,1
25.0,26.0,1
17.0,13.0,1
8.0,33.0,1
31.0,30.0,1
32.0,20.0,1
27.0,17.0,1
33.0,25.0,1
25.0,20.0,1
20.0,25.0,1
17.0,20.0,1
20.0,17.0,1
25.0,20.0,1
25.0,32.0,1
8.0,31.0,1
8.0,28.0,1
17.0,8.0,1
8.0,25.0,1
8.0,20.0,1
8.0,20.0,1
19.0,25.0,1
31.0,30.0,1
32.0,31.0,1
8.0,25.0,1
8.0,25.0,1
33.0,27.0,1
17.0,1.0,1
27.0,29.0,1
15.0,4.0,1
33.0,10.0,1
25.0,21.0,1
17.0,32.0,1
27.0,33.0,1
12.0,13.0,1
22.0,1.0,1
25.0,0.0,1
27.0,33.0,1
17.0,20.0,1
20.0,31.0,1
8.0,25.0,1
8.0,9.0,1
17.0,25.0,1
17.0,25.0,1
17.0,5.0,1
13.0,20.0,1
20.0,33.0,1
11.0,15.0,1
20.0,8.0,1
25.0,8.0,1
27.0,4.0,1
8.0,20.0,1
8.0,25.0,1
17.0,12.0,1
33.0,36.0,1
18.0,15.0,1
15.0,12.0,1
13.0,20.0,1
13.0,20.0,1
20.0,8.0,1
31.0,13.0,1
27.0,33.0,1
20.0,31.0,1
25.0,33.0,1
15.0,38.0,1
15.0,38.0,1
17.0,26.0,1
8.0,27.0,1
8.0,27.0,1
25.0,8.0,1
20.0,25.0,1
27.0,20.0,1
22.0,23.0,1
25.0,5.0,1
20.0,8.0,1
20.0,17.0,1
20.0,17.0,1
33.0,8.0,1
33.0,20.0,1
25.0,8.0,1
31.0,8.0,1
33.0,25.0,1
13.0,33.0,1
33.0,8.0,1
26.0,25.0,1
33.0,20.0,1
33.0,20.0,1
5.0,8.0,1
20.0,31.0,1
29.0,8.0,1
8.0,31.0,1
25.0,8.0,1
25.0,20.0,1
8.0,25.0,1
8.0,25.0,1
25.0,5.0,1
13.0,30.0,1
17.0,8.0,1
17.0,20.0,1
37.0,15.0,1
25.0,10.0,1
17.0,20.0,1
17.0,20.0,1
20.0,31.0,1
0.0,30.0,1
25.0,31.0,1
17.0,13.0,1
17.0,13.0,1
8.0,20.0,1
8.0,30.0,1
11.0,5.0,1
25.0,5.0,1
25.0,0.0,1
20.0,8.0,1
22.0,20.0,1
31.0,8.0,1
35.0,30.0,1
20.0,17.0,1
8.0,31.0,1
8.0,25.0,1
25.0,5.0,1
19.0,13.0,1
33.0,8.0,1
8.0,20.0,1
25.0,31.0,1
8.0,20.0,1
32.0,0.0,1
30.0,22.0,1
8.0,17.0,1
39.0,31.0,1
31.0,35.0,1
31.0,25.0,1
13.0,18.0,1
32.0,33.0,1
17.0,20.0,1
13.0,19.0,1
25.0,18.0,1
13.0,37.0,1
20.0,17.0,1
17.0,20.0,1
32.0,30.0,1
25.0,26.0,1
17.0,20.0,1
31.0,30.0,1
31.0,26.0,1
8.0,19.0,1
25.0,32.0,1
27.0,32.0,1
17.0,28.0,1
8.0,17.0,1
17.0,27.0,1
17.0,27.0,1
17.0,20.0,1
19.0,15.0,1
25.0,19.0,1
25.0,31.0,1
31.0,17.0,1
31.0,35.0,1
20.0,31.0,1
25.0,35.0,1
20.0,5.0,1
1.0,33.0,1
33.0,8.0,1
25.0,8.0,1
25.0,17.0,1
4.0,31.0,1
22.0,33.0,1
13.0,16.0,1
20.0,13.0,1
20.0,33.0,1
20.0,8.0,1
32.0,31.0,1
31.0,30.0,1
25.0,33.0,1
17.0,20.0,1
35.0,30.0,1
27.0,8.0,1
17.0,33.0,1
13.0,8.0,1
28.0,13.0,1
1.0,29.0,1
17.0,12.0,1
25.0,28.0,1
17.0,20.0,1
8.0,20.0,1
27.0,8.0,1
25.0,19.0,1
25.0,26.0,1
20.0,8.0,1
25.0,8.0,1
25.0,20.0,1
17.0,25.0,1
20.0,17.0,1
8.0,25.0,1
25.0,8.0,1
25.0,1.0,1
20.0,26.0,1
20.0,13.0,1
25.0,23.0,1
25.0,5.0,1
26.0,25.0,1
25.0,20.0,1
31.0,20.0,1
25.0,5.0,1
17.0,20.0,1
16.0,20.0,1
20.0,33.0,1
20.0,27.0,1
25.0,0.0,1
20.0,33.0,1
17.0,33.0,1
5.0,25.0,1
5.0,33.0,1
8.0,30.0,1
25.0,18.0,1
4.0,31.0,1
8.0,20.0,1
25.0,8.0,1
20.0,25.0,1
8.0,19.0,1
2.0,20.0,1
25.0,31.0,1
25.0,33.0,1
25.0,33.0,1
13.0,31.0,1
26.0,20.0,1
31.0,32.0,1
20.0,13.0,1
17.0,26.0,1
17.0,31.0,1
17.0,20.0,1
33.0,25.0,1
33.0,25.0,1
33.0,25.0,1
33.0,25.0,1
33.0,25.0,1
25.0,33.0,1
36.0,20.0,1
9.0,31.0,1
25.0,5.0,1
25.0,33.0,1
33.0,25.0,1
20.0,13.0,1
25.0,33.0,1
21.0,28.0,1
31.0,12.0,1
20.0,25.0,1
33.0,8.0,1
8.0,12.0,1
25.0,31.0,1
17.0,20.0,1
17.0,20.0,1
20.0,32.0,1
19.0,35.0,1
12.0,1.0,1
20.0,27.0,1
25.0,33.0,1
5.0,26.0,1
8.0,19.0,1
31.0,17.0,1
39.0,5.0,1
17.0,3.0,1
27.0,33.0,1
33.0,8.0,1
33.0,8.0,1
8.0,33.0,1
29.0,5.0,1
8.0,17.0,1
12.0,27.0,1
12.0,27.0,1
14.0,32.0,1
25.0,20.0,1
26.0,1.0,1
31.0,23.0,1
9.0,19.0,1
25.0,31.0,1
33.0,19.0,1
8.0,33.0,1
8.0,21.0,1
20.0,6.0,1
13.0,20.0,1
8.0,25.0,1
35.0,3.0,1
8.0,25.0,1
8.0,5.0,1
25.0,26.0,1
27.0,31.0,1
25.0,20.0,1
20.0,17.0,1
25.0,21.0,1
30.0,7.0,1
27.0,33.0,1
31.0,30.0,1
32.0,35.0,1
8.0,20.0,1
33.0,0.0,1
20.0,33.0,1
25.0,8.0,1
8.0,25.0,1
17.0,20.0,1
8.0,21.0,1
8.0,12.0,1
33.0,31.0,1
8.0,20.0,1
5.0,8.0,1
20.0,17.0,1
8.0,13.0,1
32.0,8.0,1
17.0,19.0,1
8.0,32.0,1
33.0,18.0,1
25.0,20.0,1
8.0,33.0,1
17.0,14.0,1
20.0,8.0,1
25.0,8.0,1
17.0,20.0,1
20.0,32.0,1
