35.0,16.0,-1
15.0,3.0,-1
30.0,31.0,-1
13.0,14.0,-1
20.0,8.0,-1
13.0,14.0,-1
6.0,18.0,-1
35.0,16.0,-1
12.0,25.0,-1
22.0,16.0,-1
6.0,24.0,-1
22.0,20.0,-1
15.0,18.0,-1
18.0,39.0,-1
25.0,18.0,-1
34.0,18.0,-1
27.0,13.0,-1
27.0,25.0,-1
11.0,24.0,-1
8.0,19.0,-1
20.0,13.0,-1
15.0,13.0,-1
17.0,20.0,-1
13.0,29.0,-1
13.0,29.0,-1
22.0,5.0,-1
22.0,5.0,-1
18.0,32.0,-1
20.0,27.0,-1
13.0,26.0,-1
13.0,5.0,-1
5.0,19.0,-1
31.0,30.0,-1
13.0,31.0,-1
1.0,20.0,-1
19.0,11.0,-1
16.0,18.0,-1
15.0,24.0,-1
31.0,20.0,-1
19.0,11.0,-1
36.0,26.0,-1
15.0,13.0,-1
12.0,26.0,-1
22.0,15.0,-1
31.0,20.0,-1
18.0,35.0,-1
25.0,13.0,-1
31.0,18.0,1
31.0,14.0,-1
37.0,15.0,-1
12.0,15.0,-1
24.0,11.0,-1
24.0,11.0,-1
24.0,22.0,-1
26.0,34.0,1
25.0,33.0,1
17.0,20.0,1
35.0,30.0,1
27.0,8.0,1
20.0,31.0,1
25.0,33.0,1
20.0,17.0,1
17.0,8.0,1
31.0,30.0,1
27.0,8.0,1
33.0,25.0,1
20.0,17.0,1
27.0,12.0,1
27.0,12.0,1
27.0,12.0,1
13.0,31.0,1
4.0,15.0,1
20.0,39.0,1
20.0,25.0,1
33.0,8.0,1
17.0,13.0,1
5.0,28.0,1
31.0,30.0,1
20.0,25.0,1
8.0,30.0,1
18.0,1.0,1
25.0,33.0,1
1.0,22.0,1
26.0,25.0,1
27.0,8.0,1
20.0,13.0,1
25.0,23.0,1
32.0,29.0,1
36.0,22.0,1
33.0,25.0,1
8.0,25.0,1
20.0,25.0,1
25.0,33.0,1
9.0,25.0,1
8.0,31.0,1
25.0,20.0,1
25.0,13.0,1
33.0,25.0,1
13.0,9.0,-1
